X,Y,OBJECTID,GLOBALID,TRCMID,ASSETID,TRCM_CAT,ASSETCODE,OWNER,LOCGEN,INSTYR,MAT,ASSETDESC,ASSETSTAT,LOCATION,MAINTBY,ADDDATE,MODDATE,SDATE,SOURCE,SACC
-63.62839396,44.651271659,154,{451C23E9-EB23-41FE-BC02-AEE5820975C2},TRCLM1422,TRCLM1422,HORIZ,BMPOUT,HRM,ROW,2022,TEMP,,INS,ASHBURN AVE,HRM,2023/01/13 22:14:22+00,2023/01/13 22:14:39+00,,,
-63.655703334,44.665261463,155,{41676DDF-75C4-40EE-B629-24E94F1BCD0D},TRCLM14,TRCLM14,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,LINCOLN CROSS,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.550368297,44.67110546,157,{85B2F361-BDC9-4B39-8A60-4E198524BF12},TRCLM184,TRCLM184,HORIZ,BMPOUT,HRM,ROW,2020,CONC,,INS,JOFFRE ST,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.699952635,44.776783134,158,{A90B070C-83A4-4DF2-82A2-46AAFF7F1C41},TRCLM267,TRCLM267,VERTI,SPDHMP,HRM,ROW,2022,ASPH,,INS,CONNOLLY RD,HRM,2021/10/27 14:38:33+00,2022/09/29 21:44:08+00,2022/04/14 03:00:00+00,Traffic Management,
-63.628458334,44.6514472050001,159,{8D54939D-94BD-4308-B420-457AE6DBB512},TRCLM1421,TRCLM1421,HORIZ,BMPOUT,HRM,ROW,2022,TEMP,,INS,ASHBURN AVE,HRM,2023/01/13 22:13:41+00,2023/01/13 22:13:41+00,,,
-63.621682182,44.7906080020001,160,{04950C77-EC84-445B-BEA6-F375B2C68A65},TRCLM433,TRCLM433,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,INGRAM DR,HRM,2021/11/15 21:22:14+00,2021/11/15 21:22:51+00,2021/11/15 04:00:00+00,Traffic Management,
-63.7113887479999,44.807594678,162,{48BCBDC4-A120-44D5-ADA3-3FD1F26F52E4},TRCLM1051,TRCLM1051,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,Wilson Lake Drive,HRM,2022/03/25 21:50:49+00,2022/12/14 23:00:00+00,,,
-63.7899833719999,44.745401611,164,{5217F557-6787-4C92-BF98-BBD8074D0708},TRCLM487,TRCLM487,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,HALFWAY LAKE DR,HRM,2021/11/16 16:56:02+00,2021/11/16 16:56:36+00,2021/11/16 04:00:00+00,Traffic Management,
-63.673784056,44.671538303,165,{4926319B-F135-4D7D-B55B-79A8E375ECBF},TRCLM1065,TRCLM1065,HORIZ,BMPOUT,HRM,ROW,2022,CONC,,INS,FARNHAM GATE DR,HRM,2022/03/28 17:12:29+00,2022/12/14 16:41:09+00,2022/03/28 03:00:00+00,Traffic Management,
-63.777813384,44.7516684770001,166,{5216B6A7-C160-47B9-9CD4-0441E589300E},TRCLM68,TRCLM68,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,GLEN ARBOUR WAY,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.611269127,44.6511668110001,167,{5AAC2CD3-7E58-41ED-9617-67CD09F94066},TRCLM1074,TRCLM1074,VERTI,SPDTBL,HRM,ROW,2022,ASPH,AT Project,INS,Liverpool Street,HRM,2022/04/12 14:58:45+00,2022/12/14 23:36:02+00,2022/06/16 03:00:00+00,Traffic Management,
-63.8712298889999,44.717405915,168,{335D4983-3E59-4844-9DAB-9742E09FC6CC},TRCLM500,TRCLM500,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,SUMMIT CRES,HRM,2021/11/16 17:31:58+00,2021/11/16 17:32:36+00,2021/11/16 04:00:00+00,Traffic Management,
-63.5074921089999,44.6839064500001,169,{9D81E92D-B4CA-4A52-A0CB-AAF6967AF04E},TRCLM381,TRCLM381,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,STUART HARRIS DR,HRM,2021/11/15 18:02:24+00,2021/11/15 18:03:57+00,2021/11/15 04:00:00+00,Traffic Management,
-63.50415135,44.6618404230001,170,{0BA5B567-D66E-4B55-8077-552854CC0698},TRCLM359,TRCLM359,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,BELLBROOK CRES,HRM,2021/10/27 14:38:33+00,2022/10/26 21:26:35+00,2022/04/13 03:00:00+00,Traffic Management,
-63.671089058,44.7542603680001,175,{0EC3B159-5252-43FF-9FC9-DA03B1751CF3},TRCLM460,TRCLM460,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,OLD SACKVILLE RD,HRM,2021/11/15 23:13:49+00,2021/11/15 23:14:22+00,2021/11/15 04:00:00+00,Traffic Management,
-63.486057913,44.670495698,177,{18633B0C-A91C-4AE7-9D13-AD874EE78542},TRCLM605,TRCLM605,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,AVONDALE RD,HRM,2021/11/18 19:56:18+00,2022/12/14 18:53:11+00,2021/11/18 04:00:00+00,Traffic Management,
-63.745914407,44.8124917700001,178,{24C00C59-C431-4DFF-8144-2737A3F44AA3},TRCLM449,TRCLM449,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,LAKEVIEW AVE,HRM,2021/11/15 22:25:31+00,2021/11/15 22:26:08+00,2021/11/15 04:00:00+00,Traffic Management,
-63.744472168,44.6579270620001,179,{23420125-2099-4C48-ADCB-14A6D066F17D},TRCLM559,TRCLM559,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,JAMES ST,HRM,2021/11/18 17:01:32+00,2021/11/18 17:02:24+00,2021/11/18 04:00:00+00,Traffic Management,
-63.501174992,44.6642336680001,181,{6132FD8F-5F1B-4E89-B7D0-77B61F7851FC},TRCLM357,TRCLM357,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,BELLBROOK CRES,HRM,2021/10/27 14:38:33+00,2022/10/26 21:26:35+00,2022/04/13 03:00:00+00,Traffic Management,
-63.484177685,44.670368373,182,{5E839EFB-E12E-4864-9991-642353182E98},TRCLM606,TRCLM606,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,AVONDALE RD,HRM,2021/11/18 19:57:31+00,2022/12/14 18:53:04+00,2021/11/18 04:00:00+00,Traffic Management,
-63.6025479959999,44.6516235390001,184,{E0A01EAE-7805-4B2C-BBF9-B86BBCEFDD6E},TRCLM323,TRCLM323,VERTI,SPDTBL,HRM,ROW,2023,ASPH,,INS,DUBLIN ST,HRM,2021/10/27 14:38:33+00,2023/10/13 17:20:29+00,,,
-63.60458017,44.6612366730001,185,{5CB09A5A-AB83-4C1D-A547-06880D9F233E},TRCLM957,TRCLM957,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ROBIE ST,HRM,2022/02/03 22:00:33+00,2022/10/26 21:44:55+00,2022/06/22 03:00:00+00,Traffic Management,
-63.4856242779999,44.7071324620001,186,{A99B7E42-54EC-45BD-A2AB-0D8B2FD11039},TRCLM123,TRCLM123,VERTI,SPDHMP,HRM,ROW,2019,ASPH,,INS,RILEY RD,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.608314831,44.66798914,187,{C637E0EE-6F93-4759-B726-CCED8930E704},TRCLM1091,TRCLM1091,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,LEAMAN ST,HRM,2022/06/16 14:37:30+00,2022/06/16 14:37:30+00,2022/06/16 23:00:00+00,Traffic Management,PH
-63.6541843319999,44.6642594630001,188,{F45B49DF-0069-40E2-831F-08E7B8439F18},TRCLM16,TRCLM16,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,LINCOLN CROSS,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.664371344,44.758078475,189,{2E0E9FF6-9022-4778-883B-161CC5388AEE},TRCLM243,TRCLM243,VERTI,SPDHMP,HRM,ROW,2020,ASPH,,INS,HILLSIDE AVE,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.6016727529999,44.6427492290001,197,{B0BCEE92-7E4B-49F0-96DF-825C25CD6B9F},TRCLM277,TRCLM277,VERTI,SPDHMP,HRM,ROW,2022,ASPH,,INS,BEECH ST,HRM,2021/10/27 14:38:33+00,2022/09/29 21:46:28+00,2022/04/14 03:00:00+00,Traffic Management,
-63.480267009,44.677871194,200,{08E3F0D2-F304-4781-A362-9693A4E082FC},TRCLM782,TRCLM782,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,JOHN STEWART DR,HRM,2021/11/22 18:00:37+00,2022/12/14 18:51:14+00,2022/06/03 03:00:00+00,Traffic Management,
-63.568029692,44.670757306,201,{92D4F0C8-9460-4C7A-95BD-68889CC5D6D8},TRCLM1417,TRCLM1417,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,DAHLIA ST,HRM,2023/01/13 21:50:31+00,2023/01/13 21:50:31+00,,,
-63.566075062,44.671324525,203,{DDA9A820-B0AD-41FA-9F23-FDE5A241DF60},TRCLM406,TRCLM406,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,MAPLE ST,HRM,2021/11/15 19:44:58+00,2021/11/15 19:45:50+00,2021/11/15 04:00:00+00,Traffic Management,
-63.659080339,44.7268354710001,208,{E00B2712-F245-4190-B020-D0DAB1A8357E},TRCLM26,TRCLM26,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,SHORE DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.4838187719999,44.6791706230001,209,{986F4ECB-9251-464A-9C38-2613E36279B6},TRCLM709,TRCLM709,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ARKLOW DR,HRM,2021/11/19 22:45:14+00,2022/11/10 21:41:36+00,2022/04/13 03:00:00+00,Traffic Management,
-63.507701282,44.6634074570001,212,{91AE3ED0-3A1F-4350-9EBF-F5620603E88D},TRCLM194,TRCLM194,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,PORTLAND HILLS DR,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.616272377,44.6126253520001,213,{FFC131BF-7639-4CF3-A484-0E6B563275C8},TRCLM556,TRCLM556,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,PINE GROVE DR,HRM,2021/11/18 16:57:08+00,2021/11/18 16:57:53+00,2021/11/18 04:00:00+00,Traffic Management,
-63.613697332,44.818208483,214,{730DC788-F9A5-4138-8D2C-880906F1A458},TRCLM17,TRCLM17,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,MCPHERSON RD,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.836682555,44.7003967910001,217,{D11C792A-2C00-41D0-A368-80908A084A9F},TRCLM506,TRCLM506,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,WINDSOR DR,HRM,2021/11/16 17:40:49+00,2021/11/16 17:41:23+00,2021/11/16 04:00:00+00,Traffic Management,
-63.585978729,44.6342688510001,218,{E45C051E-43D5-4A33-A19C-17DB6A88096C},TRCLM388,TRCLM388,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,OAKLAND RD,HRM,2021/11/15 18:31:51+00,2021/11/15 18:35:31+00,2021/11/15 04:00:00+00,Traffic Management,
-63.490179278,44.68970646,224,{D5EC7D08-1A0F-4AC2-BCF5-249E03403AC1},TRCLM175,TRCLM175,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,LUNDY DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.7650963789999,44.7631624790001,225,{071B3C9E-1CE8-4B07-ADBD-D389ABBDCC90},TRCLM163,TRCLM163,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,SANDY RUN,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.482624685,44.669248666,226,{7437EEFF-9CEA-452E-9EF8-432BDC6BEF58},TRCLM608,TRCLM608,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ASHGROVE AVE,HRM,2021/11/18 19:59:55+00,2022/12/14 18:52:51+00,2021/11/18 04:00:00+00,Traffic Management,
-63.6208333339999,44.818726483,228,{323B8672-374A-4E04-A448-ACF7B9844516},TRCLM188,TRCLM188,VERTI,SPDHMP,HRM,ROW,2020,ASPH,,INS,KARELS DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.619115297,44.6054903680001,229,{EAA2CFB2-0EEB-4791-8CD7-DA1E8BD3A5C2},TRCLM545,TRCLM545,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,ROCKINGSTONE RD,HRM,2021/11/17 22:56:13+00,2021/11/17 22:56:50+00,2021/11/17 04:00:00+00,Traffic Management,
-63.634668468,44.6585280290001,231,{3EF1E684-3D79-499E-8997-041363274F81},TRCLM822,TRCLM822,VERTI,SPDHMP,HRM,ROW,2022,ASPH,,INS,ASHDALE AVE,HRM,2021/11/23 17:37:22+00,2022/07/06 19:21:14+00,2021/11/23 04:00:00+00,Traffic Management,
-63.748437828,44.722135532,232,{E88193CD-7E3D-4F82-9083-8CC836E9513C},TRCLM680,TRCLM680,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ST GEORGE BLVD,HRM,2021/11/19 21:51:05+00,2022/10/26 21:30:27+00,2022/04/13 03:00:00+00,Traffic Management,
-63.537933295,44.700338463,233,{1ED1717D-1D6E-4DE4-8D0A-3B24B8648B04},TRCLM211,TRCLM211,HORIZ,BMPOUT,HRM,ROW,2022,CONC,CURB RADII REDUCTION,INS,MONTEBELLO DR,HRM,2021/10/07 15:57:03+00,2022/12/14 22:09:22+00,2022/06/03 03:00:00+00,Traffic Management,
-63.737525359,44.6523174640001,234,{035B7A65-3AF0-4CCF-A01B-7E4179008443},TRCLM224,TRCLM224,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,BRENTWOOD AVE,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.4783928159999,44.6625117070001,235,{A17F3D1A-D414-4206-83DF-164BED2D166C},TRCLM592,TRCLM592,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,COLBY DR,HRM,2021/11/18 18:55:03+00,2022/12/14 18:54:20+00,2022/06/03 03:00:00+00,Traffic Management,
-63.580334594,44.7772020560001,236,{C1350DBF-2E73-4435-AE74-2803A5BADA25},TRCLM307,TRCLM307,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,Beechcrest Drive,HRM,2021/10/27 14:38:33+00,2022/09/23 21:58:27+00,,,
-63.607052314,44.6391754570001,237,{3C1CA42A-E23E-44D5-84E6-074F249B5D48},TRCLM22,TRCLM22,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,PRYOR ST,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.677489022,44.608579612,238,{47CC3CAE-6923-4E76-9EFE-6EC209040F0A},TRCLM300,TRCLM300,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,EVERGREEN PL,HRM,2021/10/27 14:38:33+00,2021/11/23 18:17:02+00,2021/11/23 04:00:00+00,Traffic Management,
-63.6870267859999,44.784023678,240,{CB4280BC-F757-4052-BE19-36C648F9BFFC},TRCLM909,TRCLM909,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,SMOKEY DR,HRM,2021/12/15 19:46:22+00,2022/08/29 14:18:24+00,2022/04/14 03:00:00+00,Traffic Management,
-63.730559259,44.7686376070001,241,{9F256ACC-059A-489C-86AA-78F96B19E786},TRCLM468,TRCLM468,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,WATERSTONE RUN,HRM,2021/11/15 23:40:49+00,2021/11/15 23:41:22+00,2021/11/15 04:00:00+00,Traffic Management,
-63.6086403149999,44.6398514580001,242,{3692E4DE-C48C-4A39-85DC-4FD903BBB221},TRCLM8,TRCLM8,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,ARMVIEW AVE,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.6283188589999,44.651363249,244,{846D23D5-32F3-4CD2-BB70-82BD09FD0C73},TRCLM1424,TRCLM1424,HORIZ,BMPOUT,HRM,ROW,2022,TEMP,,INS,ABBOTT DR,HRM,2023/01/13 22:16:23+00,2023/01/13 22:16:23+00,,,
-63.5103852839999,44.6717974580001,245,{4F06141F-F09A-4618-8250-5AA6A95D15DA},TRCLM82,TRCLM82,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,REGAL RD,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.5741832479999,44.63384488,249,{1346CF43-E8E6-433E-9033-03D59C559557},TRCLM332,TRCLM332,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,MCLEAN ST,HRM,2021/10/27 14:38:33+00,2022/09/29 20:48:10+00,2022/04/19 03:00:00+00,Traffic Management,
-63.4956041519999,44.6796473380001,250,{5D9860E2-B3D5-4459-803A-F90B051CFFD3},TRCLM283,TRCLM283,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,CIRCASSION DR,HRM,2021/10/27 14:38:33+00,2022/09/29 21:29:42+00,2022/04/14 03:00:00+00,Traffic Management,
-63.593421438,44.6408389160001,251,{7F1D4A6A-2D91-4903-9568-0E56B77FA983},TRCLM550,TRCLM550,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,WALNUT ST,HRM,2021/11/17 23:49:48+00,2021/11/17 23:50:21+00,2021/11/17 04:00:00+00,Traffic Management,
-63.5256512,44.6610642960001,252,{4F4911F5-DF37-4208-9469-BF3616D169CB},TRCLM1685,TRCLM1685,,TRFCIR,HRM,ROW,,MIXED,,INS,FRESHWATER TRL,HRM,2023/10/12 22:37:26+00,2023/10/12 22:39:26+00,2023/10/12 19:30:00+00,TRAFFIC,IN
-63.606055059,44.6540350650001,258,{DB67BD76-15B6-4124-9E67-F37D5A2AC8FE},TRCLM378,TRCLM378,HORIZ,BMPOUT,HRM,ROW,2022,CONC,,INS,DUBLIN ST,HRM,2021/11/05 14:49:56+00,2023/10/13 17:20:29+00,2021/11/05 03:00:00+00,Traffic Management,
-63.616216497,44.6576455430001,259,{5D6D3473-7327-4609-8255-4B39035C770A},TRCLM334,TRCLM334,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,CONNOLLY ST,HRM,2021/10/27 14:38:33+00,2022/09/29 20:49:08+00,2022/04/19 03:00:00+00,Traffic Management,
-63.7623450849999,44.7109514840001,260,{C076F3FA-3509-4CEB-AFC3-C9FAD2B09012},TRCLM675,TRCLM675,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ST GEORGE BLVD,HRM,2021/11/19 21:45:36+00,2022/10/26 21:31:03+00,2022/04/13 03:00:00+00,Traffic Management,
-63.687729497,44.7057252590001,261,{881D13F2-AC78-403A-B488-3DC34E585944},TRCLM865,TRCLM865,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,OCEANVIEW DR,HRM,2021/12/06 21:59:49+00,2021/12/06 22:00:14+00,2021/12/06 04:00:00+00,Traffic Management,
-63.650216343,44.7996934810001,264,{B9650845-736E-4BF6-B870-873F3378C3C3},TRCLM172,TRCLM172,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,TAYLOR DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.6412446419999,44.660480512,265,{9532D549-EA7E-43AF-9C2D-906AF72E9CFF},TRCLM293,TRCLM293,VERTI,SPDHMP,HRM,ROW,2022,ASPH,,INS,PLATEAU CRES,HRM,2021/10/27 14:38:33+00,2022/07/06 19:55:03+00,2022/04/14 03:00:00+00,Traffic Management,
-63.645549801,44.651274889,266,{2B0F99C9-AB48-4F1A-9DA1-FDCFDBE9BA49},TRCLM532,TRCLM532,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,RUFUS AVE,HRM,2021/11/17 19:19:27+00,2021/11/17 19:23:33+00,2021/11/17 04:00:00+00,Traffic Management,
-63.5082779969999,44.682245391,267,{E6AA60D7-0085-48BB-9343-66BF4D4D234C},TRCLM384,TRCLM384,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,STUART HARRIS DR,HRM,2021/11/15 18:19:21+00,2021/11/15 18:20:10+00,2021/11/15 04:00:00+00,Traffic Management,
-63.637316325,44.65140646,268,{9436BB7C-7D42-4AB9-A580-43B48416DAC5},TRCLM239,TRCLM239,VERTI,SPDHMP,HRM,ROW,2020,ASPH,,INS,SUNNYBRAE AVE,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.729972365,44.7357134740001,270,{C8495D0C-4555-417D-A857-7EC4EE5E90BD},TRCLM51,TRCLM51,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,GATEHOUSE RUN,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.608603425,44.827273398,271,{B5629AAD-3997-4C72-B775-72838FB5FE24},TRCLM650,TRCLM650,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,HOWE AVE,HRM,2021/11/19 20:55:26+00,2022/09/29 21:22:54+00,2022/04/14 03:00:00+00,Traffic Management,
-63.62220432,44.6519124600001,273,{D7D4B5B1-7E52-4072-861D-6D8561BCC754},TRCLM2,TRCLM2,HORIZ,CHICAN,HRM,ROW,,CONC,Landscaped chicane with concrete curb,INS,ROMANS AVE,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.482933084,44.680923835,274,{815763DE-F86F-4DC1-972F-A7C6CB14DAB1},TRCLM780,TRCLM780,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,JOHN STEWART DR,HRM,2021/11/22 17:59:05+00,2022/12/14 18:51:03+00,2022/06/03 03:00:00+00,Traffic Management,
-63.759969988,44.7128860220001,275,{04B86669-BB36-4448-A6F9-091B79B54F4B},TRCLM676,TRCLM676,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ST GEORGE BLVD,HRM,2021/11/19 21:46:24+00,2022/10/26 21:31:03+00,2022/04/13 03:00:00+00,Traffic Management,
-63.743203367,44.722656472,276,{F73C6A02-8428-4D69-86D0-F0DC9F680FAF},TRCLM215,TRCLM215,VERTI,SPDHMP,HRM,ROW,2020,ASPH,,INS,CRESTFIELD DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.487768933,44.6935522740001,277,{FD5D7384-91BB-4C4E-BAF1-DA97196F1372},TRCLM742,TRCLM742,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,AUBURN DR,HRM,2021/11/22 17:21:16+00,2022/10/26 21:39:48+00,2022/04/13 03:00:00+00,Traffic Management,
-63.732257364,44.7298874740001,279,{316F93A7-6A23-468A-A13F-5B56E1CD4874},TRCLM48,TRCLM48,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,GATEHOUSE RUN,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.657777858,44.794446781,280,{F3BA640B-9930-45C1-9F1C-DBF3C69B26A1},TRCLM857,TRCLM857,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,ELISE VICTORIA DR,HRM,2021/12/06 19:13:29+00,2021/12/06 19:13:57+00,2021/12/06 04:00:00+00,Traffic Mangement,
-63.613742782,44.65471727,281,{FF9CD1AC-00F7-4E27-80C2-31D6CE13B2BB},TRCLM337,TRCLM337,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,CONNOLLY ST,HRM,2021/10/27 14:38:33+00,2022/12/14 22:58:16+00,2022/04/19 03:00:00+00,Traffic Management,
-63.6054323129999,44.641884459,282,{B10F320B-19EC-4507-8A15-1332EB463DA7},TRCLM9,TRCLM9,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,BLOOMINGDALE TERR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.738482211,44.6502955610001,284,{7EC6CA5F-8E4D-469C-9050-A79E541AFCD3},TRCLM222,TRCLM222,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,BRENTWOOD AVE,HRM,2021/10/07 15:57:03+00,2021/12/17 19:27:20+00,,Traffic Management,
-63.608847507,44.8246157990001,285,{CB647753-BCEC-4903-970D-8A802EC5DBAC},TRCLM651,TRCLM651,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,HOWE AVE,HRM,2021/11/19 21:12:08+00,2022/09/29 21:23:03+00,2022/04/14 03:00:00+00,Traffic Management,
-63.584290513,44.6515196670001,286,{D5158285-914C-4F74-A656-75DE513F9E8B},TRCLM1317,TRCLM1317,VERTI,SPDTBL,HRM,ROW,2022,ASPH,AT Bikeway Projects,INS,CREIGHTON ST,HRM,2022/08/09 19:09:58+00,2022/12/14 23:34:19+00,2022/08/09 03:00:00+00,Traffic Management,
-63.86864424,44.722735631,287,{93072986-01E0-4635-A965-8363CBC27F24},TRCLM499,TRCLM499,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,HEMLOCK DR,HRM,2021/11/16 17:29:07+00,2021/11/16 17:29:36+00,2021/11/16 04:00:00+00,Traffic Management,
-63.7366033599999,44.652846464,288,{C88B9AC6-D7B7-42E6-A7D9-9635CBB7D188},TRCLM225,TRCLM225,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,BRENTWOOD AVE,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.67399327,44.6714887100001,289,{263AF727-3FE0-450C-BD11-7A88CAA819FB},TRCLM1067,TRCLM1067,HORIZ,BMPOUT,HRM,ROW,2022,CONC,,INS,FARNHAM GATE RD,HRM,2022/03/28 17:13:48+00,2022/12/14 16:41:43+00,2022/03/28 03:00:00+00,Traffic Management,
-63.674727784,44.8067191010001,290,{A68E12F3-8443-45CB-998B-E1DB67CEE944},TRCLM840,TRCLM840,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,MONARCH DR,HRM,2021/12/01 17:35:43+00,2022/07/06 19:44:23+00,2021/12/01 04:00:00+00,Traffic Management,
-63.681956258,44.760664895,291,{183CF89E-D8EE-4628-BE35-33B8E281FB52},TRCLM457,TRCLM457,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,OLD SACKVILLE RD,HRM,2021/11/15 23:09:29+00,2021/11/15 23:10:10+00,2021/11/15 04:00:00+00,Traffic Management,
-63.7421780889999,44.815955724,292,{6D74E45B-B659-4A56-AB99-BB5A71CD17C8},TRCLM451,TRCLM451,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,LAKEVIEW AVE,HRM,2021/11/15 22:28:02+00,2021/11/15 22:28:37+00,2021/11/15 04:00:00+00,Traffic Management,
-63.5786733739999,44.6826405850001,293,{F972F8E0-41B4-45AD-AC17-AE3E06E53827},TRCLM355,TRCLM355,VERTI,SPDTBL,HRM,ROW,2023,ASPH,,INS,PINEHILL RD,HRM,2021/10/27 14:38:33+00,2023/10/13 15:37:46+00,2022/06/03 03:00:00+00,Traffic Management,
-63.714073609,44.64017224,294,{DA79CD9D-A02D-4B19-9F53-E35559BCBB87},TRCLM373,TRCLM373,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,PARKDALE AVE,HRM,2021/10/27 14:38:33+00,2022/09/29 20:53:24+00,2022/04/19 03:00:00+00,Traffic Management,
