X,Y,OBJECTID,GLOBALID,TRCMID,ASSETID,TRCM_CAT,ASSETCODE,OWNER,LOCGEN,INSTYR,MAT,ASSETDESC,ASSETSTAT,LOCATION,MAINTBY,ADDDATE,MODDATE,SDATE,SOURCE,SACC
-63.886324529,44.730598163,767,{6F83F69A-05E2-4B2D-903C-1B62C8B57D79},TRCLM895,TRCLM895,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,WRIGHT LAKE RUN,HRM,2021/12/15 18:27:53+00,2021/12/15 18:28:21+00,2021/12/15 04:00:00+00,Traffic Management,
-63.493972763,44.6830450630001,772,{DD873461-0C98-4AB6-840C-45B6C2FDEAB0},TRCLM629,TRCLM629,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,FLYING CLOUD DR,HRM,2021/11/19 19:25:28+00,2021/11/19 19:26:00+00,2021/11/19 04:00:00+00,Traffic Management,
-63.605733013,44.8379627840001,773,{E2A43444-E2E4-4F5A-9779-8CB0C9AA4FF2},TRCLM643,TRCLM643,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,HOLLAND RD,HRM,2021/11/19 20:38:31+00,2022/09/29 20:58:02+00,2022/04/14 03:00:00+00,Traffic Management,
-63.683179358,44.833067488,775,{8133FBD0-CDF7-439F-ACB5-93D61F7DADA3},TRCLM227,TRCLM227,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,DANNY DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.552688298,44.67317346,780,{02AFAE23-86A5-456B-806A-583DDF114EA6},TRCLM180,TRCLM180,HORIZ,BMPOUT,HRM,ROW,2020,CONC,,INS,JOFFRE ST,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.614447317,44.644879458,782,{81135106-D76D-49B6-A6F6-A3C541144428},TRCLM120,TRCLM120,VERTI,SPDHMP,HRM,ROW,2019,ASPH,,INS,MACDONALD ST,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.5286954429999,44.6785053420001,783,{9DBE7EFD-51E3-4C69-AF0D-28DD7D1A2DE9},TRCLM626,TRCLM626,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,GUYSBOROUGH AVE,HRM,2021/11/19 18:13:26+00,2021/11/19 18:13:57+00,2021/11/18 04:00:00+00,Traffic Management,
-63.7187203619999,44.757082477,785,{FB0DA616-319D-4FFD-8F18-BB69EABEDDCA},TRCLM56,TRCLM56,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,VISCOUNT RUN,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.4854463149999,44.6854721890001,786,{C28BF43F-5724-4F2C-AFAD-0B57A5458BF1},TRCLM776,TRCLM776,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,JOHN STEWART DR,HRM,2021/11/22 17:56:31+00,2022/12/14 18:50:34+00,2022/06/03 03:00:00+00,Traffic Management,
-63.521505524,44.6746781570001,789,{7028AC10-753F-4BCC-9DC2-1E1A90C2D3E7},TRCLM313,TRCLM313,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ANDERSON ST,HRM,2021/10/27 14:38:33+00,2022/12/14 16:46:31+00,2022/06/03 03:00:00+00,Traffic Management,
-63.4820372729999,44.6609564560001,790,{6DCA089B-C962-4BDD-B21A-57A9AC0C01CE},TRCLM107,TRCLM107,HORIZ,CTRMED,HRM,ROW,2019,CONC,,INS,COLBY DR,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.532697962,44.685297274,791,{963EBB4A-FA52-420A-ACD4-288C5E2F6B81},TRCLM621,TRCLM621,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,RAYMOOR DR,HRM,2021/11/19 16:41:39+00,2021/11/19 16:42:18+00,2021/11/19 04:00:00+00,Traffic Management,
-63.5982290709999,44.6423743140001,792,{F43F854D-2D46-4F1A-88B1-41482A1EB9C2},TRCLM540,TRCLM540,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,YORK ST,HRM,2021/11/17 22:46:59+00,2021/11/17 22:47:34+00,2021/11/17 04:00:00+00,Traffic Management,
-63.602301234,44.841609829,793,{6676B1A0-13A1-453E-A2B0-E20752767533},TRCLM524,TRCLM524,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,HOLLAND RD,HRM,2021/11/17 17:37:22+00,2021/11/17 17:37:55+00,2021/11/17 04:00:00+00,Traffic Management,
-63.718186367,44.811764485,794,{6E07EE72-B548-4C56-AF4F-6B1BB1E37F3E},TRCLM137,TRCLM137,VERTI,SPDHMP,HRM,ROW,2019,ASPH,,INS,ROSEMARY DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.867767155,44.708549286,798,{FE7C5213-2E93-4AD4-AFEC-18B63F32F61C},TRCLM495,TRCLM495,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,HEMLOCK DR,HRM,2021/11/16 17:18:09+00,2021/11/16 17:19:53+00,2021/11/16 04:00:00+00,Traffic Management,
-63.784020819,44.742082022,799,{CD1D2B98-870F-49B4-BF75-AF342CB10DF5},TRCLM485,TRCLM485,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,HALFWAY LAKE DR,HRM,2021/11/16 16:53:51+00,2021/11/16 16:54:24+00,2021/11/16 04:00:00+00,Traffic Management,
-63.625676335,44.801782481,800,{582DF3C3-BDC6-4081-BFF8-9BA7ED1B4730},TRCLM234,TRCLM234,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,LEXINGTON AVE,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.840795612,44.6973889110001,802,{853C7A10-66EF-4DB0-83A7-710DC0773730},TRCLM513,TRCLM513,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,BUCKINGHAM DR,HRM,2021/11/16 17:53:18+00,2021/11/16 17:53:56+00,2021/11/16 04:00:00+00,Traffic Management,
-63.77414938,44.7428654760001,803,{0350A643-D443-465D-82BE-1DACA80C4846},TRCLM66,TRCLM66,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,GLEN ARBOUR WAY,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.618496321,44.667849462,804,{0A85A045-C19A-480F-9B7E-C7C305E4B088},TRCLM86,TRCLM86,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,MEMORIAL DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.607472076,44.655155592,805,{C3D9AADD-402A-437C-9DA7-40FF04F040E6},TRCLM1016,TRCLM1016,VERTI,SPDTBL,HRM,ROW,2023,ASPH,,INS,DUBLIN ST,HRM,2022/02/28 19:47:37+00,2023/10/13 17:20:29+00,,,
-63.616893596,44.658370432,808,{903C98A5-A7B5-4F80-A655-CC92303DDFAC},TRCLM336,TRCLM336,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,CONNOLLY ST,HRM,2021/10/27 14:38:33+00,2022/09/29 20:49:01+00,2022/04/19 03:00:00+00,Traffic Management,
-63.496396783,44.6794399360001,811,{BD685259-D4BA-4758-BD4B-6A56A98BE26C},TRCLM256,TRCLM256,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,CIRCASSION DR,HRM,2021/10/27 14:38:33+00,2022/09/29 21:29:50+00,2022/04/14 03:00:00+00,Traffic Management,
-63.584148694,44.7775219220001,813,{2C2B99F2-7E16-4203-BFF3-EB3D1444F3A3},TRCLM306,TRCLM306,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,Beechcrest Drive,HRM,2021/10/27 14:38:33+00,2022/09/23 21:58:19+00,,,
-63.6596013399999,44.727230471,814,{E31AACD5-15F6-4244-B52C-DE17C3DB3B4F},TRCLM25,TRCLM25,VERTI,SPDHMP,HRM,ROW,,ASPH,,INS,SHORE DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.5076664539999,44.683820634,815,{567BF91E-721A-4521-8430-6C927028CA8D},TRCLM382,TRCLM382,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,STUART HARRIS DR,HRM,2021/11/15 18:16:41+00,2022/01/14 17:36:52+00,2021/11/15 04:00:00+00,Traffic Management,
-63.490000847,44.6872829800001,817,{699D1EC9-F07B-4839-A7A0-E5E0F8FA1823},TRCLM717,TRCLM717,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,AUBURN DR,HRM,2021/11/19 23:25:10+00,2022/10/26 21:38:34+00,2022/04/13 03:00:00+00,Traffic Management,
-63.7260493639999,44.745095475,818,{026FA428-856B-4F79-860F-61E4CAA54C0A},TRCLM53,TRCLM53,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,VISCOUNT RUN,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.497026278,44.669195458,819,{0A929DD9-4034-4C7D-ACA2-0981ABB75554},TRCLM42,TRCLM42,VERTI,SPDHMP,HRM,ROW,2017,ASPH,,INS,HAMPTON GREEN,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.546201078,44.6596445430001,820,{D2BF87F1-3752-4BDC-BEB7-3D61E8900DCA},TRCLM829,TRCLM829,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,RENFREW ST,HRM,2021/11/23 17:51:29+00,2022/07/06 18:45:35+00,2021/11/23 04:00:00+00,Traffic Management,
-63.7641796309999,44.707463848,824,{C6449C90-614B-496C-84C8-F4380118406F},TRCLM635,TRCLM635,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,GEORGE SAMUEL DR,HRM,2021/11/19 19:42:34+00,2021/11/19 19:43:06+00,2021/11/19 04:00:00+00,Traffic Management,
-63.4794274779999,44.6806194640001,827,{B5B18A4C-220B-4E38-8F79-505949E5F66C},TRCLM789,TRCLM789,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,TAMARA DR,HRM,2021/11/22 18:05:28+00,2022/12/14 18:52:25+00,2022/06/03 03:00:00+00,Traffic Management,
-63.7979903899999,44.743017476,829,{0D27FA0D-A021-43B1-A997-96E4B3703463},TRCLM59,TRCLM59,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,NORMAN BLVD,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.597204565,44.6597882520001,830,{A1D62680-2EBF-4143-9585-0946A7338E8B},TRCLM1312,TRCLM1312,VERTI,SPDTBL,HRM,ROW,2022,ASPH,AT Bikeway Project,INS,ISLEVILLE ST,HRM,2022/08/09 15:26:53+00,2022/12/14 23:33:08+00,2022/08/09 03:00:00+00,Traffic Management,
-63.6341601889999,44.658758882,831,{C443BF86-5429-4521-8E0A-DAC7E4B670FF},TRCLM821,TRCLM821,VERTI,SPDHMP,HRM,ROW,2022,ASPH,,INS,ASHDALE AVE,HRM,2021/11/23 17:36:26+00,2022/07/06 19:21:08+00,2021/11/23 04:00:00+00,Traffic Management,
-63.591861309,44.643695457,832,{AAE58467-01FA-4778-B256-0647B63F99D3},TRCLM97,TRCLM97,HORIZ,BMPOUT,HRM,ROW,2018,CONC,,INS,VERNON ST,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.755121501,44.78422992,835,{0287EFBC-4EDF-48E3-BA79-475CB709DC52},TRCLM461,TRCLM461,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,MCCABE LAKE DR,HRM,2021/11/15 23:28:34+00,2021/11/15 23:29:17+00,2021/11/15 04:00:00+00,Traffic Management,
-63.7666916059999,44.6978747530001,836,{0A9976A2-4A01-468C-AA8F-EF97F72233AF},TRCLM671,TRCLM671,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ST GEORGE BLVD,HRM,2021/11/19 21:40:06+00,2022/10/26 21:31:23+00,2022/04/13 03:00:00+00,Traffic Management,
-63.515488996,44.673920088,838,{247F4E7B-28D9-4594-959B-D3167767466E},TRCLM886,TRCLM886,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,COLLINS GRV,HRM,2021/12/15 18:08:16+00,2021/12/15 18:08:46+00,2021/12/15 04:00:00+00,Traffic Management,
-63.666841623,44.7913816990001,839,{EBB20957-3B70-4161-AF2B-06AC95FFB92B},TRCLM854,TRCLM854,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,TERRY RD,HRM,2021/12/06 19:09:59+00,2021/12/06 19:10:33+00,2021/12/06 04:00:00+00,Traffic Management,
-63.6289333359999,44.802437481,840,{2F22CC00-9C65-445C-9319-909D81FDF4F1},TRCLM233,TRCLM233,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,LEXINGTON AVE,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.6017401829999,44.662868373,842,{54451034-ED91-4A3B-833F-B6DF21D74E19},TRCLM1310,TRCLM1310,VERTI,SPDTBL,HRM,ROW,2022,ASPH,AT Bikeway Project,INS,ISLEVILLE ST,HRM,2022/08/09 15:24:39+00,2022/12/14 23:32:50+00,2022/08/09 03:00:00+00,Traffic Management,
-63.530501911,44.6818848400001,843,{9709F9D4-869C-45FE-86B0-6F018066F234},TRCLM624,TRCLM624,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,GUYSBOROUGH AVE,HRM,2021/11/19 18:10:58+00,2021/11/19 18:11:33+00,2021/11/19 04:00:00+00,Traffic Management,
-63.4885479179999,44.67996127,846,{B1081C1D-D4FC-4A37-BEB3-E723F7E2EE22},TRCLM713,TRCLM713,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ARKLOW DR,HRM,2021/11/19 22:49:35+00,2022/11/10 21:41:36+00,2022/04/13 03:00:00+00,Traffic Management,
-63.738340046,44.7804972750001,847,{7FEAC970-B06F-4001-9D4A-9ADBDAF38DD4},TRCLM918,TRCLM918,VERTI,SPDTBL,HRM,ROW,2022,ASPH,"Moved in field, new driveway installed that conflicted with proposed location.",INS,MAGENTA DR,HRM,2021/12/16 18:22:51+00,2022/07/06 19:15:54+00,2021/12/16 04:00:00+00,Traffic Mangement,
-63.702806634,44.7871556200001,848,{70F1A9E7-55A2-45B8-854E-8F7FCFC0E60D},TRCLM560,TRCLM560,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,BEAVER BANK CROSS RD,HRM,2021/11/18 17:03:50+00,2023/06/23 16:37:12+00,2021/11/18 04:00:00+00,Traffic Management,
-63.491883418,44.6660032450001,849,{10CFE63C-0189-4AB5-9CD6-809E76B97DD8},TRCLM392,TRCLM392,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,DELTA DR,HRM,2021/11/15 18:52:06+00,2021/11/15 18:53:09+00,2021/11/15 04:00:00+00,Traffic Management,
-63.786888102,44.742797393,850,{DD194335-8494-4B6A-83CB-016EC0A128B2},TRCLM486,TRCLM486,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,HALFWAY LAKE DR,HRM,2021/11/16 16:55:06+00,2021/11/23 16:45:26+00,2021/11/16 04:00:00+00,Traffic Management,
-63.7139574349999,44.641024073,851,{622B5E7D-6429-4863-B2A8-40544B24BD7D},TRCLM364,TRCLM364,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,MAPLE DR,HRM,2021/10/27 14:38:33+00,2022/09/29 20:53:16+00,2022/04/19 03:00:00+00,Traffic Management,
-63.6728933209999,44.7320425790001,852,{5D5796F1-8E21-42BB-B073-F627A703E2D0},TRCLM903,TRCLM903,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,BASINVIEW DR,HRM,2021/12/15 18:40:14+00,2021/12/15 18:40:43+00,2021/12/15 04:00:00+00,Traffic Management,
-63.707205705,44.7783183780001,853,{6B4D2CD9-7BF0-47B3-8E4C-A193BAEE11B4},TRCLM348,TRCLM348,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,OLD SACKVILLE RD,HRM,2021/10/27 14:38:33+00,2022/09/29 20:54:32+00,2022/04/19 03:00:00+00,Traffic Management,
-63.681703355,44.8108284840001,854,{EE1ACBBD-5601-45BB-90D4-B88AC0B196D1},TRCLM237,TRCLM237,VERTI,SPDHMP,HRM,ROW,2020,ASPH,,INS,MONARCH DR,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.735861986,44.7600354620001,858,{DCDFD0F0-D8F2-4266-B9B7-61C7285CB402},TRCLM466,TRCLM466,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,WATERSTONE RUN,HRM,2021/11/15 23:38:48+00,2021/11/15 23:39:28+00,2021/11/15 04:00:00+00,Traffic Management,
-63.479410775,44.653535113,860,{B763CA9E-0F20-4773-A174-556CE0AEB41A},TRCLM555,TRCLM555,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,ASTRAL DR,HRM,2021/11/17 23:59:38+00,2021/11/18 00:00:07+00,2021/11/17 04:00:00+00,Traffic Management,
-63.704775376,44.789054472,861,{5CCC640A-862A-47EB-8B9D-6E6E83A7578E},TRCLM561,TRCLM561,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,BEAVER BANK CROSS RD,HRM,2021/11/18 17:05:55+00,2023/06/23 16:37:12+00,2021/11/18 04:00:00+00,Traffic Management,
-63.5082538569999,44.682382703,862,{F83D620F-D649-4766-82EB-3B8A69A54FB9},TRCLM385,TRCLM385,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,STUART HARRIS DR,HRM,2021/11/15 18:20:29+00,2021/11/15 18:21:19+00,2021/11/15 04:00:00+00,Traffic Management,
-63.680035878,44.807255743,864,{4B5407AA-DBC9-4240-9AFF-FC68D8ACBEEB},TRCLM834,TRCLM834,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,JOAN DR,HRM,2021/12/01 17:29:08+00,2022/07/06 19:44:40+00,2021/12/01 04:00:00+00,Traffic Management,
-63.6739718119999,44.6713246680001,865,{1638AC96-808C-4419-9E26-0B480A4A9C76},TRCLM1068,TRCLM1068,HORIZ,BMPOUT,HRM,ROW,2022,CONC,,INS,FARNHAM GATE RD,HRM,2022/03/28 17:14:32+00,2022/12/14 16:41:56+00,2022/03/28 03:00:00+00,Traffic Management,
-63.6794853449999,44.7177714700001,867,{8BB8CF44-A5A9-4327-9B74-56730C4CF5D6},TRCLM88,TRCLM88,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,DOYLE ST,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.6686261679999,44.6721391470001,868,{073AC085-59CB-4E7E-9709-BC38178808B1},TRCLM1061,TRCLM1061,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,FARNHAM GATE RD,HRM,2022/03/28 16:57:54+00,2022/12/14 16:43:09+00,2022/03/28 03:00:00+00,Traffic Management,
-63.601393719,44.819106273,875,{84FE8977-D4F6-40FE-A7BB-570C9FA52113},TRCLM663,TRCLM663,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,HENRY AVE,HRM,2021/11/19 21:22:55+00,2022/09/29 21:24:16+00,2022/04/14 03:00:00+00,Traffic Management,
-63.501422491,44.6750845010001,876,{2127DC80-B677-4A74-9885-184B98378C79},TRCLM415,TRCLM415,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,POPLAR DR,HRM,2021/11/15 20:34:55+00,2021/11/15 20:35:34+00,2021/11/15 04:00:00+00,Traffic Management,
-63.5031417879999,44.67374363,877,{F741A48E-22E3-4D64-BEE3-1B21AF447710},TRCLM410,TRCLM410,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,DOROTHEA DR,HRM,2021/11/15 19:53:06+00,2021/11/15 19:53:50+00,2021/11/15 04:00:00+00,Traffic Management,
-63.6900710639999,44.7743409660001,879,{AD0DEEFF-08A4-4ABA-A78D-4CF33FF981F1},TRCLM435,TRCLM435,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,OLD BEAVER BANK RD,HRM,2021/11/15 22:00:22+00,2021/11/15 22:01:22+00,2021/11/15 04:00:00+00,Traffic Management,
-63.5841188529999,44.650436805,883,{D378A2D4-7EB1-4590-ADF7-13EA97D0FDE0},TRCLM1319,TRCLM1319,VERTI,SPDTBL,HRM,ROW,2022,ASPH,AT Bikeway Project,INS,MAYNARD ST,HRM,2022/08/09 19:12:14+00,2022/12/14 23:35:13+00,2022/08/09 03:00:00+00,Traffic Management,
-63.491377395,44.6661773280001,886,{40BF42A0-CE94-4DDF-AF8D-872A97084DED},TRCLM599,TRCLM599,VERTI,RSDCRW,HRM,ROW,2022,ASPH,,INS,COLBY DR,HRM,2021/11/18 18:59:06+00,2022/12/14 18:54:53+00,2022/06/03 03:00:00+00,Traffic Management,
-63.481798509,44.681158413,888,{B1450277-9078-4ED0-A61B-B32A5E5A0416},TRCLM781,TRCLM781,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,INGLEWOOD CRES,HRM,2021/11/22 17:59:34+00,2022/12/14 23:05:32+00,2022/06/03 03:00:00+00,Traffic Management,
-63.634298077,44.642777455,889,{89DFF5AF-B65D-4045-B268-754E16163E4A},TRCLM583,TRCLM583,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,DOWNS AVE,HRM,2021/11/18 17:59:38+00,2021/11/18 18:00:19+00,2021/11/18 04:00:00+00,Traffic Management,
-63.6289190699999,44.6512510040001,890,{95CDF960-F239-4FB4-BA69-7655052B332E},TRCLM956,TRCLM956,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ABBOTT DR,HRM,2022/02/02 19:45:26+00,2022/09/29 21:29:07+00,2022/04/14 03:00:00+00,Traffic Management,
-63.496618719,44.6851711520001,893,{1759A36A-8163-4266-876C-6AA6D1B726C0},TRCLM552,TRCLM552,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,GREGORY DR,HRM,2021/11/17 23:54:14+00,2021/11/17 23:57:39+00,2021/11/17 04:00:00+00,Traffic Management,
-63.6457067109999,44.6503857000001,895,{843EAE46-729D-4C34-8B01-CD1BEF80A9D5},TRCLM529,TRCLM529,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,FREDERICK AVE,HRM,2021/11/17 19:15:30+00,2021/11/17 19:23:41+00,2021/11/17 04:00:00+00,Traffic Management,
-63.6745427119999,44.801919545,896,{888B6ECC-9356-48EF-81DC-1196CC119254},TRCLM836,TRCLM836,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,JOAN DR,HRM,2021/12/01 17:31:14+00,2022/07/06 19:45:00+00,2021/12/01 04:00:00+00,Traffic Management,
-63.4788776249999,44.6771407150001,897,{95E7443F-D3D7-4F57-8E2B-1C2FE322C9FD},TRCLM786,TRCLM786,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,COLE DR,HRM,2021/11/22 18:03:29+00,2022/12/14 18:51:45+00,2022/06/03 03:00:00+00,Traffic Management,
-63.7148926419999,44.781982885,900,{2388CC76-8335-47A8-B5A9-1CB56CBFEF4C},TRCLM280,TRCLM280,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,OLD SACKVILLE RD,HRM,2021/10/27 14:38:33+00,2022/09/29 20:56:11+00,2022/04/19 03:00:00+00,Traffic Management,
-63.788647387,44.753906477,901,{B57480E4-16F2-44D1-8D99-3A84F4E6AA74},TRCLM62,TRCLM62,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,NORMAN BLVD,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:25+00,,Traffic Management,
-63.4981314199999,44.6764081750001,902,{810D770B-4DB5-4DB3-8EA0-D1EA877F3616},TRCLM417,TRCLM417,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,POPLAR DR,HRM,2021/11/15 20:37:21+00,2021/11/15 20:37:57+00,2021/11/15 04:00:00+00,Traffic Management,
-63.51915747,44.678489315,905,{130DC82F-6BE3-44AA-8A7B-7D1F546FB7C3},TRCLM572,TRCLM572,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,BELLE VISTA DR,HRM,2021/11/18 17:39:09+00,2021/11/18 17:39:40+00,2021/11/18 04:00:00+00,Traffic Management,
-63.5873871269999,44.6526645210001,906,{FFFBDF59-4AB7-42EC-A4CB-7BFD8F0F017F},TRCLM1322,TRCLM1322,VERTI,SPDTBL,HRM,ROW,2022,ASPH,AT Bikeway Project,INS,MAYNARD ST,HRM,2022/08/09 20:50:35+00,2022/12/14 23:34:50+00,2022/08/09 03:00:00+00,Traffic Management,
-63.543524823,44.6952724670001,907,{735BC800-B50B-41D0-97F3-FB896649B2DB},TRCLM698,TRCLM698,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,BONITA DR,HRM,2021/11/19 22:23:16+00,2022/12/14 22:07:19+00,2022/06/03 03:00:00+00,Traffic Management,
-63.485434069,44.6866857480001,908,{8A7ED726-AF53-4834-981A-30DE732997BB},TRCLM735,TRCLM735,HORIZ,BMPOUT,HRM,ROW,2022,CONC,,INS,AUBURN DR,HRM,2021/11/22 17:16:44+00,2022/10/26 21:38:34+00,2022/04/13 03:00:00+00,Traffic Management,
-63.790007512,44.742766911,909,{7B861A4E-92DE-4939-A8A7-1F4EE0BC2D5F},TRCLM491,TRCLM491,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,MICMAC DR,HRM,2021/11/16 17:01:22+00,2021/11/16 17:01:58+00,2021/11/16 04:00:00+00,Traffic Management,
-63.7279423699999,44.793938483,911,{174E9DCD-12DC-403B-A6C5-797E9AA6FCE2},TRCLM39,TRCLM39,VERTI,SPDHMP,HRM,ROW,2017,ASPH,,INS,BAMBRICK RD,HRM,2021/10/07 15:57:03+00,2021/10/07 16:01:26+00,,Traffic Management,
-63.75974862,44.705685273,912,{E5FBEFC4-444D-4C13-9E70-16A3E3E32EF9},TRCLM637,TRCLM637,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,GEORGE SAMUEL DR,HRM,2021/11/19 19:44:48+00,2021/11/19 19:45:24+00,2021/11/19 04:00:00+00,Traffic Management,
-63.621976006,44.651160368,914,{D0B43FB1-7FB2-4191-A0C4-7CA0B3EB3418},TRCLM4,TRCLM4,HORIZ,CHICAN,HRM,ROW,,CONC,Landscaped chicane with concrete curb,INS,ROMANS AVE,HRM,2021/10/07 15:57:03+00,2021/10/07 15:57:03+00,,Traffic Management,
-63.846963354,44.703147508,915,{7A6E992F-787B-4ED0-8E41-A17CCD054E4A},TRCLM511,TRCLM511,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,BUCKINGHAM DR,HRM,2021/11/16 17:51:11+00,2021/11/16 17:51:43+00,2021/11/16 04:00:00+00,Traffic Management,
-63.4832359979999,44.688945441,920,{623F6A5E-6362-4EB8-BCDC-E24F602094BB},TRCLM739,TRCLM739,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,AUBURN DR,HRM,2021/11/22 17:19:25+00,2022/10/26 21:39:25+00,2022/04/13 03:00:00+00,Traffic Management,
-63.5681731889999,44.670609477,921,{E4030AC8-6AEE-47C9-B427-DB9C37F3831C},TRCLM1418,TRCLM1418,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,DAHLIA ST,HRM,2023/01/13 21:51:01+00,2023/01/13 21:51:01+00,,,
